text,source
akita_1.txt,https://en.wikipedia.org/wiki/Akita_(dog)
akita_2.txt,https://www.yourpurebredpuppy.com/reviews/akitas.html
akita_3.txt,https://www.hillspet.com/dog-care/dog-breeds/akita?lightboxfired=true#
akita_4.txt,https://www.petfinder.com/dogs-and-puppies/breeds/akita/
